id,vote_average,vote_count,title,genre_id,overview,popularity,original_language,release_date,production_companies_id,homepage,imdb_id,revenue,tagline
329,7.9,10676,Jurassic Park,"[12, 878]","A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",22.506999999999998,en,1993-06-11,"[33, 56]",http://www.jurassicpark.com/,tt0107290,920100000,An adventure 65 million years in the making.
674,7.8,13233,Harry Potter and the Goblet of Fire,"[12, 14, 10751]","Harry starts his fourth year at Hogwarts, competes in the treacherous Triwizard Tournament and faces the evil Lord Voldemort. Ron and Hermione help Harry manage the pressure – but Voldemort lurks, awaiting his chance to destroy Harry and all that he stands for.",42.75899999999999,en,2005-11-16,"[462, 174, 437]",https://www.warnerbros.com/movies/harry-potter-and-goblet-fire/,tt0330373,895921036,Dark And Difficult Times Lie Ahead.
424694,8.0,11048,Bohemian Rhapsody,"[18, 10402]","Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.",29.575,en,2018-10-24,"[3281, 508, 90995, 11391, 10104, 25]",http://bohemianrhapsody.com,tt1727824,894027543,Fearless lives forever
559,6.2,8554,Spider-Man 3,"[14, 28, 12]","The seemingly invincible Spider-Man goes up against an all-new crop of villains—including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.",32.446999999999996,en,2007-05-01,"[19551, 5, 326, 34]",https://www.sonypictures.com/movies/spiderman3,tt0413300,890871626,The battle within.
206647,6.5,7555,Spectre,"[28, 12, 53]","A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",27.647,en,2015-10-26,"[10761, 69434, 5, 21, 7576, 34]",https://www.mgm.com/movies/spectre,tt2379713,880674609,A Plan No One Escapes
315635,7.4,14167,Spider-Man: Homecoming,"[28, 12, 878, 18]","Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",49.528,en,2017-07-05,"[420, 5, 84041, 34034, 34]",http://www.spidermanhomecoming.com,tt2250912,880166924,Homework can wait. The city can't.
672,7.7,14160,Harry Potter and the Chamber of Secrets,"[12, 14]","Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.",62.095,en,2002-11-13,"[436, 437, 174]",https://www.warnerbros.com/movies/harry-potter-and-chamber-secrets/,tt0295297,876688482,Hogwarts is back in session.
328111,6.2,6175,The Secret Life of Pets,"[12, 35, 16, 10751]","The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.",10.292,en,2016-06-18,"[33, 3341, 6704, 1778]",http://www.thesecretlifeofpets.com/,tt2709768,875457937,Think this is what they do all day?
209112,5.8,13336,Batman v Superman: Dawn of Justice,"[28, 12, 14]","Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",35.042,en,2016-03-23,"[41624, 507, 9995, 429, 9993, 174, 8881]",http://www.batmanvsupermandawnofjustice.com/,tt2975590,873634919,Justice or revenge
120,8.3,16970,The Lord of the Rings: The Fellowship of the Ring,"[12, 14, 28]","Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",54.806000000000004,en,2001-12-18,"[12, 11, 5237]",http://www.lordoftherings.net/,tt0120737,871368364,One ring to rule them all
