id,vote_average,vote_count,title,genre_id,overview,popularity,original_language,release_date,production_companies_id,homepage,imdb_id,revenue,tagline,similar_movie_id
581577,0.0,0,Persian Lessons,[18],"1942, occupied Europe. Gilles Cremieux, a Belgian of Jewish origin, once in a concentration camp, pretends to be a Persian - for him this is the only opportunity to stay alive. This lie, indeed, saves him from being shot, but Gilles does not yet know what price he will have to pay for this salvation. German soldiers bring Gilles to Klaus Koch, a cook in a concentration camp who wants to leave for Iran and open a restaurant there as soon as the war ends. Koch is looking for a real Persian who will teach him how to speak Farsi. Thus begins the story of Gilles Cremier and Klaus Koch - a Jew and a German, a prisoner and a jailer, student and teacher.",1.424,de,2020-04-17,"[12617, 71156, 114678, 39720, 9122]",https://www.hypepro.tv/filmtv/video/persian-lessons,tt9738784,0,,[]
581600,6.7,967,Spenser Confidential,"[35, 28, 53]","Spenser, a former Boston patrolman who just got out from prison, teams up with Hawk, an aspiring fighter, to unravel the truth behind the death of two police officers.",29.472,en,2020-03-06,"[20153, 333, 8537, 119509]",https://www.netflix.com/title/81005492,tt8629748,0,The law has limits. They don't.,"[399121, 101299, 336843, 281957, 168098, 769, 9573, 2275, 181283, 203739, 448095, 9880, 169917, 262504, 157350, 207932, 80274, 2048, 205775, 23168, 466282, 181283, 448095, 23168, 314365, 407448, 949, 556678, 75780, 204082, 48231, 429351, 454983, 560204, 279641, 131634, 131631, 198663, 294254, 457799, 502425, 49529, 398181, 2486, 300671, 46529, 299687, 487558, 11423, 2832, 458594, 411728, 570670, 449176, 567970, 123553, 438674, 157386, 440161, 390062, 12146, 322, 11092, 55846, 12182, 305943, 467952, 395841, 452507, 32293, 43923, 401847, 182560, 317091, 867, 11560, 445651, 96724, 68737, 61979, 286565, 61979, 68737, 96724, 8966, 674, 458131, 359940, 34584, 333339, 70160, 1955, 44826, 342470, 133805, 2268, 671, 8619, 10140, 508763]"
581859,0.0,0,Da 5 Bloods,"[18, 10752]",Four African American Vietnam veterans return to Vietnam. They are in search of the remains of their fallen squad leader and the promise of buried treasure. These heroes battle forces of humanity and nature while confronted by the lasting ravages of the immorality of the Vietnam War.,9.713,en,2020-06-12,[4319],https://www.netflix.com/title/81045635,tt9777644,0,A War Never Ends,"[293767, 11443, 887, 414425, 329815, 454430, 616, 13223, 11778, 296524, 522938, 857, 398181, 393457, 70196, 164457, 68722, 104753, 2604, 443463, 530081, 16619, 266285, 7873, 127560, 26550, 1103, 74, 446021, 31657, 8988, 586, 479040, 11481, 347629, 11171, 1049, 84288, 14286, 11016, 14171, 529367, 506680, 506, 13681, 18910, 8512, 1986, 20663, 18926, 263855, 560, 523818, 22172, 300467, 14778, 26558, 289705, 232078, 76777, 32855, 32850, 442094, 46691, 37041, 32065, 261823, 99234, 472715, 1424, 298032, 25269, 1882, 62255, 63367, 151866, 83061, 505011, 266525, 46724, 259183, 20301, 423878, 19368, 532183, 26533, 91961, 248808, 356733, 369366, 266235, 83781, 38269, 138294, 32929, 275585, 69878, 567681, 162967, 411909]"
582014,8.0,1,Promising Young Woman,"[53, 80, 18]",A young woman haunted by a tragedy in her past takes revenge on the predatory men unlucky enough to cross her path.,4.415,en,2020-01-25,"[10146, 82968, 7493]",,tt9620292,0,Payback never looked so promising,"[34081, 501624, 85246]"
582047,0.0,0,Meridian,[],"Meridian follows the last unit in a fleet of autonomous machines sent to deliver an emergency vaccine. Through a robot’s agnostic eye, the film looks at how human dramas are inscribed onto the inanimate, searching for possible parallels between automation and purgatory, depression and malfunction.  The film is inspired by a real event that occurred in Washington, D.C. on 17 July 2017, where an automated security robot from the company Knightscope was found floating in a fountain at the building it patrolled. It had plunged into the water while on a routine patrol, spurring speculation about whether the machine had chosen to end its life or if this was just a glitch in an otherwise reliable new technology. Perhaps more interesting than the fate of the machine was the desire to see its death within a human context.",1.018,en,2020-01-23,[],,,0,,"[150540, 10555, 62177, 109445, 812, 326359, 21385, 613709, 445651, 20497, 10882, 38843, 10693, 76757, 536743, 140300, 515042, 10144, 76122, 11544, 76757, 11544, 175112, 10144, 536743, 299537, 8966, 321612, 466282, 49444, 382748, 427900, 95610, 377897, 80271, 527729, 9016, 638507, 41513, 14175, 14160, 80271, 466282, 377897, 321612, 299537, 76122, 38843, 10144, 536743, 175112, 76757, 515042, 598, 127380, 23398, 140300, 460793, 8966, 346672, 74643, 437557, 12162, 458897, 11970, 83542, 8359, 9023, 11287, 378064, 634, 3050, 10193, 495764, 62211, 576017, 512263, 257211, 1089, 506554, 9603, 11886, 10198, 6557, 10340, 808, 856, 10020, 1359, 37135, 254470, 393519, 565310, 405774, 9479, 10895, 38757, 505600, 920, 9801]"
582218,0.0,0,Psych 2: Lassie Come Home,"[35, 80, 28]","Santa Barbara Police Chief Carlton Lassiter is ambushed on the job and left for dead. In a vintage Psych-style Hitchcockian nod, he begins to see impossible happenings around his recovery clinic. Shawn and Gus return to Lassie's side in Santa Barbara and are forced to navigate the personal, the professional, and possibly the supernatural.",3.97,en,2020-07-15,"[89985, 7938]",https://www.usanetwork.com/psych/blog/psych-the-movie-2-announcement,tt9792884,0,,"[11313, 16871, 501170, 23827, 339527, 9538, 131437, 2637, 9378, 2046, 13160, 931, 262481, 19120, 75761, 2259, 11601, 220882, 75638, 12611, 20096, 13910, 24920, 98142, 11336, 24099, 16180, 6593, 20126, 199578, 68982, 22307, 16083, 42709, 40760, 17994, 25834, 21185, 27703, 40254, 423236, 43143, 406072, 511789, 354924, 17212, 53882, 310043, 404961, 26503, 18759, 82315, 80448, 66192, 135915, 111835, 133172, 38453, 29611, 290686, 100671, 50288, 30773, 124096, 470390, 40060, 55492, 217389, 46015, 59735, 79785, 52395, 601452, 66762, 143451, 345897, 47001, 61813, 42872, 27742, 43312, 97125, 240585, 46970, 92927, 87581, 30880, 49922, 29881, 297310, 29932, 215475, 29214, 161886, 328014, 124124, 193454, 272911, 422172, 310742]"
582306,4.0,3,Assassin 33 A.D.,[878],"When a billionaire gives a group of young scientists unlimited resources to study the science of matter transfer, the scientists unlock the secrets of time travel. But they soon find out that the project is backed by a militant extremist group, and the billionaire plans to go back in time and prove that Jesus never rose from the dead.",5.939,en,2020-01-24,[],https://assassin33ad.com/,tt8064418,0,What If The Greatest Event In Human History Was Erased?,[]
582377,0.0,0,Bori,[10751],"Bori, an 11-year-old girl who lives in a sea village, is the only family member who can hear. Being an elementary school student, Bori gradually becomes more familiar with communicating with her friends at school by speaking and has a difficult time joining in a sign language conversation at home. Why was I the only person born different from my family? The more she thinks about it, the more she feels alienated.",8.267,ko,2020-05-21,[112449],,,0,,"[433, 49519, 506574, 512895, 420817, 407451, 420814, 103663, 7345, 394117, 454467, 417320, 2698, 400650, 38843, 93456, 9806, 277217, 260513, 481084, 82703, 454626, 10022, 9297, 16314, 10054, 11351, 89, 378064, 595, 693, 277216, 73, 5176, 8346, 655, 298312, 4723, 16577, 2758, 10693, 15789, 788, 11544, 170687, 14128, 10830, 13465, 426543, 137106, 20352, 637920, 89185, 377897, 150540, 177572, 12, 425, 772, 35, 35, 585, 425, 12429, 8392, 601, 772, 116711, 129, 8587, 508439, 11806, 454640, 11886, 10009, 420818, 420809, 411, 10895, 2062, 11886, 11224, 9836, 354912, 110420, 406997, 2062, 13002, 15016, 2267, 205015, 10137, 97614, 35690, 8967, 5123, 616331, 112160, 9339, 1547]"
582578,0.0,0,All Inclusive,[35],"""All Inclusive"" tells the story of seven women who are going on holidays to Morocco, getting out of the hotel and confronting women from Morocco. They will look for their own way of life in the desert, confront their world, looking at the reality that surrounds them. As the author says about her film: ""It talks about Polish women who are going on holiday, and then they break away from the tourist reality and go deep into Morocco. They throw themselves  into a completely wild experience with themselves, with their femininity. The movie is played by women who I found at castings throughout Poland.""",1.598,en,2020-03-20,[72548],,tt9526884,0,,"[460793, 76122, 638507, 37686, 77887, 82507, 286192, 528491, 326359, 399106, 484510, 24589, 76535, 50393, 82023, 13925, 394269, 696513, 25623, 13934, 40170, 256835, 34463, 293299, 13932, 130925, 211387, 803, 13930, 253980, 563710, 13396, 13413, 119569, 514754, 475759, 88018, 13929, 13060, 82424, 355338, 26317, 662, 40619, 25831, 234567, 330947, 32085, 13931, 475946, 54551, 13042, 83564, 775, 28118, 200481, 251516, 24480, 27040, 558144, 367412, 626, 141423, 13928, 13062, 537971, 17963, 10378, 140420, 298115, 54553, 152581, 10258, 532953, 31135, 258152, 674054, 47650, 477331, 5698, 77117, 600274, 13927, 6418, 158483, 46247, 1483, 43650, 81684, 13061, 413279, 47653, 416211, 229408, 18221, 160, 73881, 91815, 593280, 345637]"
582596,6.2,200,The Wrong Missy,"[35, 10749]","A guy meets the woman of his dreams and invites her to his company's corporate retreat, but realizes he sent the invite to the wrong person.",130.525,en,2020-05-13,"[2608, 133986, 72725]",https://www.netflix.com/title/81033865,tt9619798,0,,"[8914, 1907, 578, 480105, 345940, 492336, 17692, 403119, 438970, 579, 332340, 580, 523931, 59963, 27727, 118957, 2661, 65055, 342927, 349135, 114003, 38577, 63749, 461108, 83880, 542787, 33645, 18015, 120846, 22450, 69059, 53080, 40383, 124054, 543004, 153102, 81471, 15466, 387396, 35074, 47508, 42187, 45009, 522438, 185562, 42185, 56429, 65522, 10100, 4992, 138011, 17262, 266744, 137421, 579730, 468857, 138919, 191926, 266587, 267151, 263493, 658083, 43607, 383219, 259920]"
582877,8.0,3,Our Lady of the Nile,[18],"Rwanda, 1973. In the prestigious catholic institute 'Notre-Dame du Nil', perched on a hill, young Rwandan girls study to become the elite of the country. In the process of graduating, they share the same dormitory, the same dreams, the same problems of teenage girls. But in every corner of the country as well as in the school there are deep antagonisms that will forever change the destiny of these young girls and the whole country.",0.84,fr,2020-02-05,"[20339, 51609, 127861, 83]",,tt8690948,0,,[]
582885,7.7,3,Cuties,"[18, 35]","Amy, an 11-year-old girl, joins a group of dancers named “the cuties” at school, and rapidly grows aware of her burgeoning femininity—upsetting her mother and her values in the process.",1.361,fr,2020-01-23,[80045],,tt9196192,0,,"[437557, 10735, 273153, 17130, 39781, 9813, 258480, 20497, 38843, 9762, 370663, 634, 11631, 1631, 394117, 9587, 129139, 376660, 85373, 10818, 505225, 339984, 65229, 616331, 297762, 303858, 226, 595671, 52371, 11451, 858, 540, 242224, 613709, 112160, 1547, 11216, 8643, 340666, 15789, 170687, 103663, 110415, 8656, 9837, 1375, 9833, 588001, 340666, 89185, 62177, 391713, 126250, 13374, 427900, 95610, 296096, 205587, 440918, 637920, 137106, 382748, 359940, 4011, 110415, 588001, 8656, 1375, 9833, 460793, 296096, 95610, 637920, 89185, 7350, 346672, 466282, 2698, 80271, 290098, 13374, 10830, 588001, 14, 525, 83542, 495764, 334, 216015, 264660, 457136, 97367, 82702, 3981, 8359, 185, 421, 235, 378064, 126250]"
582897,5.7,31,Arab Blues,"[35, 18]","Selma, a psychoanalyst, deals with a cast of colorful new patients after returning home to Tunisia to open a practice.",4.64,fr,2020-03-05,"[49934, 94, 744, 121125]",,tt9648886,0,,[]
582903,6.8,4,Echo,[18],"Through 56 independent scenes, Echo draws a portrait, both biting and tender, of modern day Iceland during the often turbulent but also exciting time of the Christmas holidays.",0.976,is,2020-01-01,"[90850, 12496, 155, 120946, 73552, 7970]",,tt9296808,0,,[]
582911,5.1,4,My Days of Glory,[35],An actor who enjoyed success in his youth finds his career and life in a downward spiral as he gets older.,1.744,fr,2020-02-26,"[26677, 122617]",,tt9625632,0,,[]
582922,5.6,14,Revenir,[18],"It is the farm on which Thomas was born. It is his family. His brother, who won’t be coming back, his mother, who is about to do the same thing, and his father, with whom nothing has ever been possible. He finds there everything from which he had fled twelve years earlier. But today there is Alex, his six-year-old nephew, and Mona, his passionate mother.",3.53,fr,2020-01-29,"[942, 109756]",,tt9411900,0,,[]
582923,6.5,48,The Girl with a Bracelet,"[18, 80]","Lise (16 years old) is accused of murdering her best friend. As the trial starts, her parents stand right by her side. But once her secret life is revealed in court, the truth becomes indistinguishable.",3.668,fr,2020-02-12,"[75891, 591, 49473]",,tt7766886,0,,"[984, 281957, 11423, 357096, 12143, 18587, 807, 75780, 345887, 395834, 15069, 445954, 2749, 60670, 9481, 10651, 400, 400090, 96, 979, 25376, 4771, 37645, 12150, 2001, 9573, 573, 26390, 281, 6973, 3134, 18476, 11229, 256731, 2275, 74997, 9437, 359940, 146233, 4638, 133805, 4638, 9654, 398181, 65754, 1949, 392044, 8090, 306, 8292, 524251, 55846, 398175, 1266, 73861, 1923, 158011, 14373, 41670, 3432, 359412, 10559, 10692, 18405, 2142, 1598, 291356, 10575, 332411, 1939, 994, 193893, 500664, 28355, 146198, 1572, 238636, 948, 2832, 266285, 479, 11121, 408439, 25941, 548754, 1586, 59421, 4639, 10990, 110415, 241554, 9679, 339692, 535292, 963, 10528, 769, 40805, 181283, 311]"
582925,8.3,3,Song Without a Name,[18],"Peru, at the height of the political crisis of the 1980’s. Georgina is a young woman from the Andes whose newborn daughter is stolen at a fake health clinic. Her desperate search for the child leads her to the headquarters of a major newspaper, where she meets Pedro Campos, a lonely journalist who takes on the investigation. Based on a true story.",0.84,es,2020-01-23,"[116663, 116664, 49060, 7970]",,tt1824932,0,,[]
583083,0.0,0,The Kissing Booth 2,[10749],"Following the love adventures of Elle, Noah, and Lee.",6.583,en,2020-12-31,[104090],,tt9784456,0,,[]
583143,7.0,2,Lingua Franca,[18],"Olivia, an undocumented Filipino transwoman, works as a caregiver to Olga, an elderly Russian woman, in Brighton Beach, Brooklyn. When Olivia runs out of options to attain legal status in the US, she becomes romantically involved with Alex, Olga's adult grandson, in the pursuit of a marriage-based green card.",0.946,en,2020-03-18,[121112],https://www.linguafrancafilm.com/,tt8943224,0,,[]
583310,10.0,1,NBA All-Star Game 2020,[10770],,5.915,en,2020-02-15,[17037],,,0,,"[10474, 2300, 9655, 9390, 10637, 22881, 11287, 678314, 389015, 60308, 9563, 8923, 287, 86130, 11247, 1375, 1374, 522924, 1578, 703, 348893, 10066, 679743, 2395, 96721, 37136, 522924, 67693, 13374, 1371, 307081, 489, 707, 39254, 480530, 23023, 359724, 445629, 612, 273481, 699, 312221, 73, 44833, 8456, 17360, 314, 396371, 14292, 15088, 9763, 11770, 9443, 9291, 109410, 15070, 1825, 14369, 393457, 21972, 23916, 10414, 12163, 467952, 18148, 455, 11528, 10222, 12177, 9472, 319888, 474335, 293767, 16248, 7214, 2280, 267193, 9091, 13376, 227306, 10663, 9815, 9955, 119893, 200505, 369192, 15653, 10393, 321741, 11690, 9981, 10158, 42888, 14534, 17473, 2323, 397538, 45317, 11164, 9353]"
583833,0.0,0,A Dog Named Palm,"[10751, 10749]","The film is inspired by an incredible story of a shepherd dog named Palm who was inadvertently left in the airport by her owner. She befriends nine-year old Nicholas whose mother dies leaving him with a father he barely knows - a pilot who finds the dog at the airport. It's a story of amazing adventures, true friendship and unconditional love.",3.199,ru,2020-06-04,[54307],,tt8396480,0,,[]
583887,0.0,0,C'est assez bien d'être fou,"[16, 99]",,0.604,fr,2020-01-29,[127757],,tt8198582,0,,[]
583984,0.0,0,Re-Elected,"[27, 35]",Siblings Nate and Angela Harmon and their friends must face off against the zombies of American Presidents on the Fourth of July. But for Nate and Angela there is something even more terrifying lurking in the woods...the prospect of spending an entire evening together.,4.338,en,2020-07-04,[126391],,tt9821834,0,There's something evil lurking in the woods. Something horrifying. Something gruesome. Something...American.,[]
584006,5.9,8,The Marathon of Desires,[35],"Hoping to change her life, Marina, a small town girl, embarks on a journey to a life coaching event. But an unexpected delay at a St. Petersburg airport sends her on a 24 hour comedic spree, which may ultimately provide her with the key to her happiness.",2.002,ru,2020-01-23,[73079],,tt10895828,0,,[]
584249,0.0,0,Servants,[18],"A period fiction film set during the period of normalisation in Czechoslovakia. In 1980, two friends apply to study at a Roman Catholic seminary in order to escape the moral devastation of society in the communist regime. They soon discover that the seminary is controlled by Pacem im Terris, an organisation of clerics willingly collaborating with the regime.",0.84,sk,2020-11-12,"[91732, 24023, 119562, 4595, 119563]",,tt8462814,0,,"[901, 1585, 74643, 9833, 31414, 234, 76122, 460793, 638507, 828, 346364, 77887, 227156, 2292, 19, 10098, 832, 528491, 286192, 653, 643, 326359, 399106, 780, 82023, 76535, 961, 484510, 50393, 62214, 13925, 24589, 28978, 922, 3085, 13934, 40170, 293299, 13932, 256835, 34463, 211387, 705, 3078, 803, 130925, 253980, 638918, 563710, 13396, 13413, 13930, 119569, 514754, 475759, 631, 13929, 13060, 82424, 775, 355338, 3059, 26317, 662, 40619, 234567, 88018, 690, 10778, 32085, 13931, 140420, 10435, 121986, 2657, 475946, 25831, 13042, 83564, 669, 28118, 200481, 367412, 877, 352208, 5544, 54551, 3019, 5698, 24480, 20325, 537971, 251516, 626, 618, 141423, 57283, 28966, 899, 9662]"
584288,0.0,0,Sylvie's Love,[18],"Years after their summer romance comes to an end, an aspiring television producer and a talented musician cross paths, only to find their feelings for each other never changed. With their careers taking them in different directions, they must choose what matters most.",2.45,en,2020-01-27,[95705],,tt9827834,0,,[]
584355,5.0,1,Working Girls,[18],"During a scorching summer, Axelle, Conso and Dominique cross every day the Franco-Belgian border to prostitute themselves in Belgium to continue living in Roubaix. prev. title: The Border",1.582,fr,2020-03-18,"[3040, 2426, 11931]",http://www.versusproduction.be/films/filles-de-joie,tt11018402,0,,[]
584596,8.0,3,The Bellmen,[35],"When the charming bell captain at a popular Arizona resort decides that becoming a manager is the only way to win the girl of his dreams, he must navigate a crazy group of guests, allies and rivals to earn the promotion and affection he covets.",10.895,en,2020-05-08,[],https://www.junestreetprods.com/the-bellmen,tt8850932,0,,[]
584634,10.0,1,Soundtrack to Sixteen,"[35, 10749]",A coming of age story of a boy and girl growing up in London in the Noughties dealing with the everyday insecurities that make your world implode at sixteen.,4.951,en,2020-03-14,[],,tt3108448,0,,"[398818, 449176, 15804, 350060, 376660, 13193, 9571, 84892, 9779, 308369, 112160, 89185, 391713, 466282, 378064, 8363, 11887, 10229, 505600, 24584, 100898, 84199, 10938, 616331, 14, 376867, 85350, 15157, 11247, 325189, 11216, 15789, 187017, 61979, 1584, 41280, 468224, 286565, 64688, 2770, 382748, 80271, 16996, 455656, 286565, 64688, 57214, 2105, 4011, 2770, 187017, 15789, 437557, 35, 16859, 4347, 10591, 10625, 9603, 11397, 4951, 2108, 420817, 19913, 20875, 18126, 13342, 13655, 52371, 582186, 24548, 8643, 448095, 407436, 598, 10637, 679743, 10283, 4488, 4232, 359940, 4488, 786, 133805, 301365, 76726, 235, 3170, 46529, 480105, 83389, 87827, 346364, 315635, 398181, 82703, 381288, 8456, 157386, 501630]"
584850,6.3,21,Tanhaji: The Unsung Warrior,"[28, 18, 36]","When Aurangzeb recruits his trusted soldier Udaybhan to control the Kondhana fort, Shivaji's military leader Tanhaji Malusare and his army of Maratha warriors set out to recapture the fortress.",5.6,hi,2020-01-10,"[4336, 3522, 6808]",,tt8108274,0,The Unsung Warrior,[]
585073,5.8,2,The Defendant,[18],"Silvia, a single mother and a lawyer, is implicated in a corruption scandal. But in addition to trouble at work, she is also facing a more crippling problem: her mother’s cancer has returned. While she is forced to face up to her mother’s inconceivable yet inescapable death, Silvia embarks on a love story, her first in many years.",1.111,es,2020-02-19,[67634],http://www.torinofilmlab.it/projects/380-the-defendant,tt10223552,0,,"[3580, 11423, 9631, 1266, 9769, 4771, 2142, 193893, 336843, 261023, 311, 359940, 7350, 75780, 1949, 275, 101, 26390, 258230, 10774, 137094, 7007, 152599, 2048, 357096, 500664, 4638, 238615, 49049, 500919, 548754, 1586, 9040, 16995, 438674, 419478, 2275, 74997, 241554, 169917, 339692, 340666, 1538, 1592, 207932, 587, 1246, 133805, 97367, 184, 2503, 769, 10066, 1427, 9798, 395990, 251, 407448, 949, 106646, 1422, 1246, 133805, 201085, 12201, 407448, 560204, 41283, 277216, 241239, 369972, 278, 10229, 289, 521, 1645, 111, 392044, 281957, 395834, 111, 392044, 400535, 39538, 474764, 312221, 582, 369972, 475557, 11028, 467956, 9104, 638, 25376, 395841, 2118, 473149, 8834, 1428, 30159]"
585244,7.8,356,I Still Believe,"[18, 10402]",The true-life story of Christian music star Jeremy Camp and his journey of love and loss that looks to prove there is always hope.,26.269,en,2020-03-12,[100855],,tt9779516,0,One love can change your life.,"[332283, 1955, 363676, 487558, 451915, 266856, 3558, 10161, 228970, 448776, 36834, 423899, 1883, 576071, 769, 468224, 318846, 418879, 76203, 5915, 504608, 769, 318846, 399121, 5915, 423, 393624, 324786, 514921, 48231, 316029, 389015, 457799, 506528, 445629, 640, 424, 429422, 399404, 446354, 552178, 281957, 334543, 525661, 501395, 152532, 411728, 369972, 424694, 72570, 396371, 72976, 285783, 152792, 88794, 467952, 425336, 29592, 401847, 686142, 11969, 300671, 10337, 226, 274479, 11202, 489928, 10400, 783, 369192, 14061, 140823, 339380, 443009, 319888, 397538, 1646, 321697, 10474, 381284, 68718, 1578, 37247, 504949, 82695, 193756, 14047, 253412, 10637, 345938, 96724, 891, 446791, 382748, 770, 458131, 77338, 96721, 37056, 3131]"
585245,0.0,0,Clifford the Big Red Dog,"[10751, 16, 35]","As Emily struggles to fit in at home and at school, she discovers a small red puppy who is destined to become her best friend. When Clifford magically undergoes one heck of a growth spurt, becomes a gigantic dog and attracts the attention of a genetics company, Emily and her Uncle Casey have to fight the forces of greed as they go on the run across New York City. Along the way, Clifford affects the lives of everyone around him and teaches Emily and her uncle the true meaning of acceptance and unconditional love.",2.984,en,2020-11-13,[4],,tt2397461,0,,[]
585530,0.0,0,Showbiz Kids,[99],"A documentary about the highs and lows of children in show business, featuring interviews and examinations of the lives and careers of the most famous former child actors in the world.",3.74,en,2020-01-25,"[14914, 3268, 107911, 55571, 115425]",,tt3197274,0,,"[2652, 322, 73861, 7980, 829, 74997, 103663, 357096, 467938, 311, 314365, 345887, 281957, 64, 207768, 43947, 1598, 219, 617, 23437, 400090, 14373, 979, 309, 9061, 18405, 10683, 994, 15018, 11121, 597615, 506, 369196, 59421, 566236, 18881, 819, 25239, 11656, 9539, 15516, 13008, 8999, 319091, 362057, 637113, 3134, 12619, 84288, 157847, 2009, 14748, 14359, 9701, 504, 4241, 25476, 438435, 11171, 81481, 8216, 22171, 404604, 13538, 33278, 11705, 3480, 294368, 26579, 403867, 71186, 166666, 490818, 36245, 45569, 26334, 37835, 39681, 3515, 39988, 31283, 329556, 278632, 92391, 14929, 267319, 28026, 31064, 395940, 31154, 9695, 29130, 45453, 89351, 7298, 64883, 85171, 23587, 76929, 34208]"
585843,0.0,0,The Enigma of Arrival,"[18, 53]","Long, the main character, spends his youth wandering with his three best friends from high school. With the emergence of a woman, Dongdong, whom they all fall in love with, their friendship begins to fray. One day, Dongdong suddenly disappears in an ambiguous situation, and the friendship ends. After many years, the friends meet again. However, just as youth cannot return, they can only confirm that their friendship cannot be restored.",0.81,zh,2020-02-14,[],,tt9081510,0,,[]
586047,0.0,0,Seo Bok,"[878, 28]",,0.84,ko,2020-12-31,"[7036, 70681]",,,0,,[]
586214,0.0,0,Critical Role: The Legend of Vox Machina Animated Special,"[14, 35, 12, 18, 16]","Our original storyline centered on a group of heroes known as Vox Machina — Pike Trickfoot (gnome cleric, Ashley Johnson), Keyleth (half-elf druid, Marisha Ray), Percival “Percy” Fredrickstein Von Musel Klossowski de Rolo III (human gunslinger, Taliesin Jaffe), Grog Strongjaw (goliath barbarian, Travis Willingham), Scanlan Shorthalt (gnome bard, Sam Riegel), Vex’ahlia (half-elf ranger, Laura Bailey), and Vax’ildan (half-elf rogue, Liam O’Brien) — as they battled the forces of evil and learned to work as a team. Their epic tale concluded in November, 2017 after 115 episodes and 373 hours of gameplay.",6.117,en,2020-08-31,[4152],https://www.kickstarter.com/projects/criticalrole/critical-role-the-legend-of-vox-machina-animated-s/,,0,,"[15371, 630027, 610892, 239529, 34433, 568160, 378064, 671397, 83389, 81, 303857, 14069, 532067, 445030, 39323, 374205, 39108, 399579, 9323, 540141, 23446, 18491, 19576, 39103, 39106, 39105, 44251, 15370, 532321, 665251, 135531, 496891, 16859, 10515, 4935, 8392, 372058, 51739, 11621, 149870, 15283, 4935, 8392, 372058, 11430, 37797, 110420, 400160, 11633, 38142, 41498, 162069, 608826, 390635, 137113, 317442, 324553, 12429, 149, 10991, 176983, 10494, 14164, 83088, 39102, 39107, 79707, 44729, 28609, 12140, 12599, 585077, 11299, 39324, 10228, 242828, 46033, 571265, 504253, 221731, 126963, 4977, 39104, 15080, 347201, 21057, 16910, 413594, 579741, 24752, 492719, 919, 39148, 433945, 113082, 378108, 198375, 390634, 172329, 39101]"
586265,4.5,80,The Devil's Mark,[27],An exorcist priest meets a family that has a daughter who is pursued by a demon.,4.802,es,2020-01-03,[],,tt7263040,0,The Devil's Mark,[]
586351,7.3,3,The Wolves,"[18, 10751]","Max and Leo are 8 and 5 years old and have just immigrated to the US with their mother. Their days pass inside a tiny apartment, while they wait for their mother to come back, as they hold on to the hope of traveling to Disney.",0.645,es,2020-02-21,"[14707, 12487, 122336, 8685]",,tt9057808,0,,"[594, 241239, 17435, 558304, 4978, 13223, 7345, 3131, 546554, 1164, 101, 3989, 608, 607, 18240, 553, 449924, 416477, 4148, 24122, 12473, 455, 3472, 2539, 23631, 16, 11093, 469, 2266, 371638, 1429, 1725, 590575, 11259, 10412, 8841, 10935, 4464, 206408, 8053, 34752, 152599, 12157, 15577, 157849, 10511, 55720, 16636, 10620, 10183, 45958, 35939, 11698, 30970, 8324, 11044, 486521, 47653, 436, 23111, 18203, 11240, 1986, 26173, 61934, 8280, 15325, 21191, 13636, 63849, 4175, 44750, 452226, 2302, 1404, 47249, 40937, 39958, 1549, 150093, 40732, 64015, 30195, 8490, 19324, 16427, 10978, 537526, 38722, 383, 601083, 14298, 48211, 11475, 287426, 615643, 7992, 51395, 302376, 272602]"
586461,6.9,88,Swallow,"[18, 53, 27]","Hunter, a newly pregnant housewife, finds herself increasingly compelled to consume dangerous objects. As her husband and his family tighten their control over her life, she must confront the dark secret behind her new obsession.",9.129,en,2020-01-15,"[102874, 92840, 124489, 20311]",https://www.ifcfilms.com/films/swallow,tt8372298,0,Open up.,"[1440, 8221, 12223, 1622, 137533, 50270, 240, 10045, 586863, 458305, 167073, 688, 4148, 246741, 479200, 71581, 522, 8217, 7090, 7518, 10288, 71859, 399796, 460059, 13105, 851, 42229, 80035, 396940, 191714, 9890, 18273, 331313, 28268, 118628, 32646, 10712, 55580, 358881, 29478, 1549, 422128, 29424, 427, 60302, 8074, 11592, 27176, 56448, 41189, 11083, 116695, 69225, 32850, 22233, 12137, 123049, 48862, 38172, 31677, 481, 9025, 60145, 104451, 69917, 81476, 59231, 18434, 10931, 58806, 10581, 344277, 230217, 466539, 1935, 68738, 55496, 511443, 124821, 163228, 5899, 191482, 82523, 110643, 10415, 40987, 372740, 112703, 420635, 10151, 11668, 269113, 28097, 329574, 58984, 341687, 306584, 242737, 12799, 198557]"
586537,0.0,0,От винта 2,"[12, 35, 16, 10751]","After the events of the first part, 5 years have passed. The old aircraft were replaced by a new generation. The hero, along with the other heroes of the first part, spends time in a ""sanatorium"" for decommissioned aircraft. The everyday rhythm of life of the ""sanatorium"" violates the message - aliens invaded the earth. The new-generation aircraft stuffed with electronics are instantly disabled. The knight persuades friends to fight back the aliens ...",0.619,ru,2020-08-06,[],,,0,,[]
586592,5.8,89,Come to Daddy,"[35, 53, 27]","After receiving a cryptic letter from his estranged father, Norval travels to his dad’s oceanfront home for what he hopes will be a positive experience. If only he’d known the dark truth about his old man beforehand.",9.833,en,2020-02-07,"[61011, 88872, 9225]",,tt8816194,57998,From The Team Behind The Witch And The Greasy Strangler,[]
