id,vote_average,vote_count,title,genre_id,overview,popularity,original_language,release_date,production_companies_id,homepage,imdb_id,revenue,tagline,similar_movie_id
38700,7.2,3950,Bad Boys for Life,"[53, 28, 80]","Marcus and Mike are forced to confront new threats, career changes, and midlife crises as they join the newly created elite team AMMO of the Miami police department to take down the ruthless Armando Armas, the vicious leader of a Miami drug cartel.",97.276,en,2020-01-15,"[5, 2481, 84792, 10288, 907]",https://www.badboysforlife.movie/,tt1502397,191150000,Ride together. Die together.,"[357096, 807, 75780, 984, 11423, 4639, 60670, 8090, 12150, 9573, 18476, 256731, 2275, 9604, 9437, 4638, 1572, 2832, 392044, 1949, 90, 548754, 1586, 18587, 306, 2749, 524251, 55846, 2017, 9481, 10651, 293670, 455957, 96, 39436, 25376, 3432, 10559, 4771, 193893, 467632, 10990, 181283, 500664, 64688, 290250, 10528, 2048, 28355, 6951, 146198, 963, 146233, 189, 949, 395990, 3580, 5549, 49524, 562, 3580, 447404, 12201, 396806, 948, 9737, 275, 601807, 65754, 395834, 449756, 570670, 581528, 369300, 8843, 9631, 573, 567970, 26390, 21484, 402, 445954, 9411, 49797, 11092, 320, 6973, 123109, 305943, 371608, 395841, 372343, 7007, 136795, 11229, 1266, 10375, 1923, 479040, 14240]"
157438,0.0,1,An American Werewolf in London,[27],Remake of the 80's classic.,4.982,en,2020-12-31,[],,tt1465834,0,,[]
236426,9.0,2,Cleanin' Up the Town: Remembering Ghostbusters,[99],"The documentary that tells us the full story from where it all started through to the future of the ""Ghostbusters"" franchise.",3.178,en,2020-01-07,[],https://buenoproductions.com/films/cleanin-up-the-town-remembering-ghostbusters/,tt1446678,0,"First in 1984. Again in '89. Still in 2016, bustin' makes us feel good",[]
245842,0.0,0,The King's Daughter,"[14, 28, 12]","King Louis XIV's quest for immortality leads him to capture and steal a mermaid's life force, a move that is further complicated by his illegitimate daughter's discovery of the creature.",3.253,en,2020-09-05,"[17393, 4]",,tt2328678,0,What on Earth Can Hold More Power Than a King?,"[34584, 333339, 8966, 10140, 628, 4348, 68737, 283378, 630, 203739, 428078, 674, 262504, 157350, 80274, 262500, 70160, 2268, 671, 101299, 671, 146, 8619, 131634, 131631, 2454, 336843, 294254, 49529, 50619, 32657, 12155, 411, 198663, 24021, 2486, 281957, 299687, 581, 46529, 2454, 122, 581, 123553, 2274, 12146, 11362, 399019, 58857, 465136, 263341, 7980, 445651, 96724, 61979, 9880, 342470, 466282, 286565, 399121, 556678, 454983, 411728, 595, 501395, 470044, 222935, 331482, 449176, 109491, 76285, 157386, 440161, 397837, 12182, 24418, 72710, 227156, 32293, 43923, 272693, 11040, 417678, 84892, 4584, 109689, 19840, 8326, 38117, 3175, 11943, 50479, 9779, 423899, 306952, 308369, 3573, 82654, 450322, 37609]"
266450,4.3,3,Suriname,"[80, 18]","When Winston Righter decides eligible to stand for the presidency in Suriname, he is confronted with his criminal past. A chess breaks loose as he competes with justice and the underworld.",1.507,nl,2020-02-20,[],,tt11192054,0,,[]
272094,6.0,1,Tattoo of Revenge,"[35, 10749, 53]","After suffering a violent incident, a woman decides to become a vigilante, defending every woman who has suffered from physical or psychological abuse.",3.949,es,2020-02-14,[92077],,tt8276106,0,,[]
280476,0.0,0,The Passenger,[],Based on a Urban Legend,2.234,en,2020-07-06,[26698],,tt3848268,10000,,[]
280773,0.0,0,Ambiancé,[99],Space and time is intertwined into a surreal dream-like journey beyond places and is an abstract nonlinear narrative summary of artist Anders Weberg's time spent with the moving image.,1.085,sv,2020-12-31,[],http://www.thelongestfilm.com/,tt3854496,0,,"[306819, 25313, 179144, 3034, 472674, 2666, 339877, 1694, 42314, 20850, 340666, 9383, 105, 196, 1930, 10326, 5548, 2978, 98566, 210860, 9426, 120467, 2268, 3035, 149, 102382, 59436, 336843, 354859, 1281, 423612, 126889, 531428, 582, 263115, 398173, 5038, 490, 384521, 426, 258230, 209247, 491472, 9488, 19901, 9493, 37707, 87093, 19, 4806, 4961, 2313, 4977, 2614, 5876, 269795, 895, 29592, 9410, 44147, 64678, 263472, 7508, 7512, 229, 3036, 2786, 746, 9574, 21733, 18111, 9702, 11453, 52520, 19204, 441, 2294, 14248, 40807, 423988, 12107, 18041, 341006, 300, 401104, 9556, 159002, 336560, 1259, 14510, 12271, 39452, 3635, 9292, 14372, 228066, 152742, 257785, 2769, 38684]"
310583,0.0,13,Daddy's Girl,"[18, 53]","A twisted suspense thriller about a manipulative teenage girl who convinces her widower/alcoholic/over protective father that the boy she asked out on a date beat and raped her, when in fact he turned down her advances. But no amount of facts can persuade this enraged father. No one hurts Daddy's Girl.",6.165,en,2020-06-15,[27787],http://www.blinky-productions.com/DG.html,tt4267024,0,I will kill for you,"[22705, 50270, 14174, 24402, 50124, 28468, 86331, 341174, 27066, 796, 136835, 4995, 467956, 122081, 3682, 12531, 10246, 2770, 4247, 16048, 10537, 2652, 112160, 179144, 351523, 10474, 258480, 74997, 2057, 551824, 508138, 169917, 339692, 13186, 1538, 9453, 5549, 6075, 370663, 51876, 339692, 184, 460229, 169917, 370663, 27578, 204082, 249397, 539, 5549, 6075, 144336, 37724, 308266, 264660, 156022, 38810, 340837, 106646, 634, 340837, 138697, 242582, 398181, 273481, 44214, 400535, 27, 17609, 559969, 88, 7516, 152532, 979, 47570, 40348, 1948, 596695, 41280, 390845, 41280, 390845, 4248, 8363, 240832, 138832, 635, 291870, 459992, 2666, 109414, 1878, 402, 301355, 53932, 390062, 241251, 1643, 429200, 314]"
315666,0.0,0,Walking to Paris,"[18, 12]","The 27 year old Romanian sculptor Constantin Brancusi walked from Romania to Paris in 1903 and 1904 as a preparation and prelude to becoming the most important sculptor of the 20th century. Brancusi leaves his small village of Hobitza, south of the Carpathian Mountains and walks through Romania, Hungary, Austria, Germany, Switzerland, and parts of France to arrive in Paris, the metropolis of world culture for the first three decades of the 1900s. He walks in spring, summer, winter and autumn, treading the landscape away from the beaten track, experiencing sights, having adventures, suffering hardships, looking, touching and feeling the world as a preparation of what is to come for him.",1.041,en,2020-01-01,"[42921, 42922, 17084]",https://www.cinatura.com/Projects-1/Walking-to-Paris,tt3512332,0,,[]
321652,6.5,2,Outpost,[878],"When the final Citizen of Earth's interplanetary research and diplomacy program finally makes first contact, he's forced to not only protect humanity, but that which makes him human: love.",1.031,en,2020-02-06,[],http://www.outpostthefilm.com/,tt3748390,0,No one knows what lies beyond.,[]
323144,0.0,0,Anita,[],"The story of the former beauty queen and singer, Anita Bryant, who later in life gained notoriety by campaigning in the 1970s to repeal laws that prohibited discrimination on the basis of sexual orientation.",24.729,en,2020-12-31,"[3268, 1694]",,tt1595654,0,,[]
337401,0.0,0,Mulan,"[18, 28, 10752]","When the Emperor of China issues a decree that one man per family must serve in the Imperial Chinese Army to defend the country from Huns, Hua Mulan, the eldest daughter of an honored warrior, steps in to take the place of her ailing father. She is spirited, determined and quick on her feet. Disguised as a man by the name of Hua Jun, she is tested every step of the way and must harness her innermost strength and embrace her true potential.",18.758,en,2020-07-23,[2],,tt4566758,0,,"[420817, 9806, 454626, 506574, 512895, 417320, 277217, 329996, 407451, 436969, 634649, 49530, 13465, 426543, 400650, 454467, 11886, 433, 10895, 301528, 11886, 433, 420814, 438148, 399566, 594530, 425909, 130925, 508442, 551298, 451048, 599521, 475430, 524434, 550988, 621870, 507086, 585083, 581726, 379686, 527774, 83533, 436270, 454433, 337404, 297946, 460465, 595962, 216527, 660867, 393209, 422642, 694040, 493529, 660855, 660861, 660859, 660858, 662666, 660856]"
338762,7.1,2314,Bloodshot,"[28, 878, 18]","After he and his wife are murdered, marine Ray Garrison is resurrected by a team of scientists. Enhanced with nanotechnology, he becomes a superhuman, biotech killing machine—'Bloodshot'. As Ray first trains with fellow super-soldiers, he cannot recall anything from his former life. But when his memories flood back and he remembers the man that killed both him and his wife, he breaks out of the facility to get revenge, only to discover that there's more to the conspiracy than he thought.",206.878,en,2020-03-05,"[34, 10246, 6573, 333, 103673, 124335, 5, 1225, 30148]",https://www.bloodshot.movie/,tt1634106,24573617,Being a superhero is in his blood,"[246655, 68721, 9738, 299537, 1726, 10138, 383498, 1771, 10195, 284053, 36647, 8536, 1979, 429617, 315635, 1452, 1924, 271110, 1927, 363088, 100402, 9531, 13640, 580489, 447365, 166424, 497698, 76338, 9480, 49521, 44912, 283995, 284052, 297762, 36648, 209112, 335983, 634649, 71676, 287947, 557, 1724, 320288, 559, 141052, 272, 263115, 155, 102899, 299536, 99861, 36586, 382322, 624479, 14011, 69735, 251519, 40662, 11411, 30061, 366924, 65291, 566525, 30675, 558, 379291, 15359, 56590, 13995, 474395, 299534, 324849, 1930, 408220, 127585, 561, 415, 1250, 414, 102382, 364, 268, 7220, 324857, 49026, 297802, 284054, 24428, 183011, 616037, 537056, 487670, 297556, 9947, 524434, 321528, 242643, 300424, 340102, 413279]"
339095,0.0,0,The Last Days of American Crime,"[28, 12, 80]","In the not-too-distant future, where as a final response to crime and terrorism, the U.S. government plans to broadcast a signal that will make it impossible for anyone to knowingly break the law.",5.148,en,2020-06-05,"[19648, 551]",,tt1552211,0,,[]
340102,0.0,0,The New Mutants,"[28, 878, 27, 12]","Five young mutants, just discovering their abilities while held in a secret facility against their will, fight to escape their past sins and save themselves.",7.943,en,2020-08-27,"[7505, 127928]",https://www.foxmovies.com/movies/the-new-mutants,tt4682266,0,,"[246655, 383498, 1726, 10138, 320288, 68721, 1771, 447365, 10195, 299537, 127585, 497698, 634649, 429617, 100402, 315635, 263115, 271110, 363088, 284053, 76170, 580489, 533535, 616037, 36647, 299534, 9738, 9480, 283995, 36648, 284052, 166424, 1979, 559, 99861, 335983, 1724, 1927, 76338, 102899, 36586, 491633, 2080, 566525, 558, 13995, 44912, 1250, 408220, 8536, 209112, 324857, 1924, 1452, 24428, 297802, 299536, 49521, 284054, 297762, 141052, 36657, 617127, 640146, 505642, 569094, 400507, 609681, 71676, 557, 14011, 487670, 69735, 9947, 49538, 524434, 36658, 251519, 9531, 487672, 408648, 13640, 15257, 30061, 366924, 22059, 408647, 65291, 30675, 382512, 567604, 561, 287947, 7220, 272, 49026, 155, 118340, 76122, 98566]"
340971,0.0,0,Viena and the Fantomes,"[10749, 18, 10402]",A roadie travels across North America with a punk band in the 1980s.,13.331,en,2020-06-30,"[53789, 53790, 49969]",,tt3344686,0,,[]
342470,7.6,1085,All the Bright Places,"[18, 10749]",Two teens facing personal struggles form a powerful bond as they embark on a cathartic journey chronicling the wonders of Indiana.,21.835,en,2020-02-28,"[2147, 69686]",https://www.netflix.com/title/80208802,tt3907584,0,Live life at full brightness,"[449176, 43923, 308369, 197033, 317091, 286565, 9880, 133805, 10229, 157386, 32293, 272693, 19840, 50479, 81250, 2275, 283378, 466282, 85350, 281957, 11887, 281957, 12182, 376660, 227156, 84892, 397837, 9571, 13342, 9779, 156700, 426613, 2048, 101299, 674, 448095, 8363, 336843, 227, 192132, 11121, 249164, 12689, 112160, 2105, 407436, 769, 10066, 61979, 96724, 8966, 398818, 382748, 205775, 80271, 359940, 89185, 169917, 34584, 399121, 399121, 34584, 556678, 44826, 378064, 8619, 75780, 454983, 560204, 235, 76726, 600, 315635, 481848, 398181, 376867, 628, 595, 50619, 2108, 376867, 2108, 581, 474764, 331482, 398181, 481848, 38117, 123553, 24548, 90369, 10947, 15804, 305943, 452507, 58857, 293767, 465136, 182560, 13416]"
344031,0.0,0,Console Wars,[99],"In 1990, SEGA, a fledgling arcade company assembled a team of misfits to take on the greatest video game company in the world, Nintendo. It was a once-in-a-lifetime, no-holds-barred conflict that pit brother against brother, kids against grownups, Sonic against Mario, and uniquely American capitalism against centuries-old Japanese tradition. For the first time ever, the men and women who fought on the front lines for Sega and Nintendo discuss this battle that defined a generation.",0.918,en,2020-03-21,"[258, 16615]",,tt5215462,0,,"[269100, 82690, 569547, 257344, 68735, 333339, 36670, 404368, 353486, 454626, 664767, 12279, 860, 11546, 97, 284470, 10069, 13958, 9980, 1946, 20455, 251516, 337674, 15601, 1807, 256561, 12699, 435366, 8765, 2436, 550988, 639834, 9900, 412012, 14237, 381356, 183, 211707, 567673, 173056, 600633, 173165, 457331, 60089, 22323, 401123, 297946, 120802, 339586, 240634, 356846, 356335, 577340, 14255, 16915, 42114, 592991, 27323, 94590, 437042, 14147, 301865, 57564, 627616, 173327, 138076, 54013, 50451, 91694, 17433, 417820, 289748, 435696, 34207, 117346, 502173, 173319, 433810, 24669, 515325, 182600, 477447, 38510, 27738, 47429, 185740, 73144, 44541, 629354, 214457, 172425, 389030, 279148, 497794, 91921, 72015, 266241, 296834, 61854, 56357]"
351064,1.0,1,Films Confiscated from a French Brothel,"[14, 80, 35, 27]","""Films Confiscated from a French Brothel"" is a bare all Avant-garde Anthology homage to silent stag films.",3.257,en,2020-03-01,[58956],https://www.facebook.com/Filmsconfiscatedfromafrenchbrothel/,tt4879102,0,,"[901, 234, 76535, 28978, 775, 234567, 54551, 79316, 57283, 140420, 31135, 17963, 10378, 54553, 5698, 47650, 81684, 160, 47653, 72640, 50081, 84348, 53416, 899, 18085, 54559, 31819, 16463, 31411, 58159, 105759, 81077, 21044, 2929, 32628, 191476, 67171, 38580, 23282, 45745, 194079, 15557, 22885, 53453, 61080, 107170, 49296, 42299, 16226, 49275, 73999, 104700, 31416, 17700, 67167, 85693, 118251, 106112, 41278, 171222, 57472, 177656, 36208, 51358, 2079, 53408, 49280, 94570, 390883, 127144, 67113, 45970, 46510, 277386, 85559, 25126, 2078, 2963, 67502, 31160, 137757, 352812, 66834, 329063, 129865, 67172, 144410, 67115, 67009, 44324, 57645, 118943, 78394, 22936, 11554, 92837, 49279, 66997, 15756, 73362]"
351879,0.0,0,Day of the Stranger,"[37, 18, 14]","Adapted freely from the classic novella 'The Mysterious Stranger' by Mark Twain;  Day of the Stranger revives the tradition of  the acid western of the 1970's. Caine Farrowood is a bounty hunter who works under the control of ruthless kingpin Loomweather. One day a bounty retrieval goes awry and Caine is left for dead. Just when he thinks his life is over he mysteriously awakens back home to the comforts of his wife Christina. Baffled and confused by how he got home Caine insists on finding answers, but before long he is enlisted in the retrieval of another bounty. This one is huge and may cost Caine not his life, but his sanity when he finds himself pitted against somebody who may very well be the fallen angel himself.",1.548,en,2020-01-01,[59526],http://strangermovie.blogspot.co.uk/,tt4029234,0,,[]
361537,0.0,0,Blood Curse: The Haunting of Alicia Stone,[27],"Strange things start to happen to Alicia and her husband Jason after she receives a gift in the mail from her great-Aunt Gwen, is their house haunted or has the family been cursed, or is it something far darker?",3.805,en,2020-10-31,[64235],,tt4986280,0,,[]
361538,0.0,0,Blood Curse II: Asmodeus Rises,[27],"Alicia Stone returns in this gore-drenched sequel. Having lost all hope, husband Jason calls on the help of Paranormal TV host Tyson to confront the demonic forces that have plagued the Stone household.",4.045,en,2020-10-31,[64235],,tt2993466,0,,[]
361743,0.0,0,Top Gun: Maverick,"[28, 18]","Set in the world of drone technology and fifth generation fighters, this sequel will explore the end of the era of dogfighting.",11.2,en,2020-12-23,"[130, 4, 82819, 10288, 21777, 81620]",,tt1745960,0,,"[193756, 329865, 1979, 97630, 18, 346910, 7191, 857, 13, 339964, 1724, 8963, 1927, 563, 49021, 8007, 222936, 4421, 324670, 245703, 9208, 244506, 9711, 17295, 13836, 181283, 55341, 2605, 828, 170, 469721, 523931, 14968, 9599, 15600, 52454, 50601, 347629, 9093, 11773, 8854, 146631, 402897, 25405, 329540, 692765, 24395, 174675, 514755, 34814, 24405, 29263, 34528, 299551, 37347, 2161, 41275, 21887, 26513, 21871, 44630, 15096, 61650, 5796, 422972, 45568, 332479, 46878, 41538, 242166, 570525, 270343, 453075, 66661, 66487, 3547, 49809, 151024, 5753, 623409, 421631, 151866, 351381, 113456, 479614, 254538, 468690, 456191, 435880, 361297, 35206, 438447, 92990, 405535, 65300, 75938, 58407, 335808, 618228, 407173]"
365657,0.0,0,Toloka,[36],Screen adaptation of Taras Shevchenko’s (great Ukrainian poet of XIX century) romantic poem “That Katherine has a house on a bias…”,0.84,uk,2020-03-12,[124588],,tt4085618,0,,[]
370172,0.0,0,No Time to Die,"[28, 53, 12]","Bond has left active service and is enjoying a tranquil life in Jamaica. His peace is short-lived when his old friend Felix Leiter from the CIA turns up asking for help. The mission to rescue a kidnapped scientist turns out to be far more treacherous than expected, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.",18.218,en,2020-11-11,"[10761, 7576, 21, 33, 60]",https://www.007.com/no-time-to-die/,tt2382320,0,,"[691, 954, 660, 37724, 206647, 36669, 646, 27576, 87364, 15247, 494974, 49517, 47971, 207703, 238713, 497698, 56292, 213, 681, 36670, 10764, 700, 213, 37834, 56292, 714, 36955, 658, 341013, 302699, 657, 253, 699, 668, 1535, 296098, 203801, 58233, 56288, 467952, 818, 1656, 861, 9604, 343668, 2503, 9461, 377897, 303, 11665, 39514, 709, 698, 710, 64635, 49040, 1669, 27205, 9471, 956, 177677, 353081, 458897, 36643, 707, 955, 592834, 431693, 19585, 2502, 466622, 484641, 369885, 36557, 667, 4824, 1830, 582, 12113, 454992, 49021, 41387, 9008, 9255, 9342, 399055, 935, 1374, 93456, 289, 463272, 49797, 4723, 8764, 860, 817, 10386, 9488, 816, 8202]"
382748,7.8,220,Stargirl,"[35, 18, 10749]","Leo Borlock is an average student at Mica High School. He gets decent grades, is a member of the school's marching band and has always been content flying under the radar. But all that changes when he meets Stargirl Caraway, a confident and colorful new student with a penchant for the ukulele, who stands out in a crowd. She is kind, finds magic in the mundane and touches the lives of others with the simplest of gestures. Her eccentricities and infectious personality charm Leo and the student body, and she quickly goes from being ignored and ridiculed to accepted and praised, then back again, sending Leo on a rollercoaster ride of emotions.",20.983,en,2020-03-10,"[10290, 3672, 107188, 2]",,tt4858674,0,Why be ordinary when you could be extraordinary,"[466282, 80271, 133805, 10229, 24548, 376660, 226, 19458, 10206, 17130, 340485, 407451, 192132, 15157, 11247, 325189, 57214, 286565, 89185, 437557, 286565, 57214, 437557, 228205, 378064, 10625, 8363, 9603, 85350, 543540, 315635, 11887, 2108, 505600, 624808, 420817, 449176, 326923, 35690, 54054, 19994, 10947, 625450, 273153, 32293, 43923, 10818, 562600, 505225, 40264, 399131, 248574, 84105, 10760, 11137, 65229, 10283, 417320, 277217, 23483, 303858, 272693, 16048, 11451, 11132, 540, 16723, 11824, 19840, 9571, 13342, 40205, 15058, 286192, 9293, 24469, 308369, 156700, 39781, 26123, 243684, 15276, 426613, 34463, 18555, 293299, 326359, 15037, 130925, 9813, 300667, 10188, 14123, 14671, 9276, 10642, 278774, 73134, 9893, 334538]"
385103,8.2,458,Scoob!,"[10751, 16, 35, 9648, 12]","In Scooby-Doo’s greatest adventure yet, see the never-before told story of how lifelong friends Scooby and Shaggy first met and how they joined forces with young detectives Fred, Velma, and Daphne to form the famous Mystery Inc. Now, with hundreds of cases solved, Scooby and the gang face their biggest, toughest mystery ever: an evil plot to unleash the ghost dog Cerberus upon the world. As they race to stop this global “dogpocalypse,” the gang discovers that Scooby has a secret legacy and an epic destiny greater than anyone ever imagined.",253.085,en,2020-05-15,"[25120, 174]",https://www.scoob.movie/,tt3152592,0,Mystery Loves Company.,"[11459, 18885, 61979, 50544, 449176, 177572, 105864, 585, 3170, 62211, 862, 438590, 10991, 1267, 376660, 44564, 28178, 468224, 200727, 68718, 72105, 277547, 28178, 398818, 77338, 23168, 7350, 391713, 489, 235, 378064, 76726, 19913, 397422, 13, 52371, 888, 41630, 13523, 76492, 13374, 9982, 137106, 81188, 377897, 10191, 10473, 340270, 76492, 8961, 9637, 412117, 8916, 35, 9732, 16859, 810, 953, 45772, 12244, 128, 671397, 77950, 364689, 301528, 37797, 484247, 812, 863, 10009, 11430, 11887, 920, 49013, 6477, 9836, 11224, 82703, 454626, 12227, 335360, 41216, 1956, 419478, 86331, 112160, 179144, 510, 9373, 10474, 193893, 11216, 28355, 11210, 100042, 188222, 627, 203739, 703, 598]"
394151,0.0,0,Nosferatu,[27],"A 'remix' of 1922's ""Nosferatu,"" utilizing green screen to insert new actors into the original film's environments.",4.528,en,2020-12-31,[75919],,tt5574078,0,The Vampire Lives,"[7131, 10577, 36648, 49017, 6404, 17102, 34479, 246741, 12110, 76492, 277, 24021, 400155, 36647, 346672, 628, 38321, 6114, 11979, 11868, 29778, 14219, 33020, 138, 11797, 203739, 18239, 12437, 159824, 50619, 2907, 123553, 653, 33521, 919, 9945, 10012, 1547, 9373, 74997, 663, 298250, 72331, 755, 257445, 22970, 9913, 588, 201085, 381288, 701369, 635, 924, 834, 8329, 52520, 29095, 346651, 9920, 520946, 8966, 395990, 673, 62213, 109424, 240, 136835, 254320, 11645, 12444, 50620, 767, 110420, 458594, 8456, 36586, 3600, 38234, 4513, 26688, 7978, 371608, 8698, 17898, 49730, 161337, 452507, 19901, 270010, 454699, 385448, 10585, 4961, 14435, 133121, 40264, 6687, 23047, 205321, 7091]"
396194,0.0,0,Ennio: The Maestro,[99],A documentary on the legendary film composer Ennio Morricone.,0.84,it,2020-08-28,"[31279, 129312, 3656]",,tt3031654,0,,[]
399363,6.4,11,Wendy,"[14, 12, 10751]","A re-imagining of ""Peter Pan"" from the point of view of Wendy Darling, who finds herself lost on a mysterious island where aging and time have come unglued. She must fight to save her family, her freedom and the joyous spirit of youth.",10.137,en,2020-02-28,"[127929, 89142, 6714]",,tt2420124,0,,[]
399566,0.0,0,Godzilla vs. Kong,"[28, 12, 878, 53, 14]","In a time when monsters walk the Earth, humanity’s fight for its future sets Godzilla and Kong on a collision course that will see the two most powerful forces of nature on the planet clash in a spectacular battle for the ages. As Monarch embarks on a perilous mission into uncharted terrain and unearths clues to the Titans’ origins, a human conspiracy threatens to wipe the creatures, both good and bad, from the face of the earth forever.",12.904,en,2020-11-18,"[174, 923]",,tt5034838,0,One Will Fall,"[39256, 373571, 3107, 19545, 1682, 124905, 436969, 49530, 634649, 454626, 36243, 315011, 15767, 3115, 15766, 1679, 6593, 268896, 68726, 338970, 207703, 7191, 929, 545609, 329996, 420817, 39462, 603692, 535292, 451048, 438148, 524434, 38582, 550988, 1680, 10643, 507086, 12636, 425909, 39466, 1678, 447365, 39410, 18983, 581726, 616037, 83533, 436270, 18627, 587806, 36679, 624860, 585083, 385687, 18289, 298618, 379686, 460465, 689687, 335787, 39464, 19333, 595962, 453395, 19336, 280180, 297946, 21930, 39468, 566525, 422642, 421467, 335977, 19742, 216527, 39264, 393209, 640146, 575265, 309322, 533535, 505642, 569094, 270475, 609681, 3146, 589240, 70327, 113094, 617127, 26947, 589155, 539681, 34131, 44045, 70322, 232732, 28719, 22899, 36247]"
400160,0.0,0,The SpongeBob Movie: Sponge on the Run,"[14, 16, 12, 35, 10751]","After SpongeBob's beloved pet snail Gary is snail-napped, he and Patrick embark on an epic adventure to The Lost City of Atlantic City to bring Gary home.",18.494,en,2020-05-28,"[8921, 2348, 24955, 4]",,tt4823776,0,A Huge Journey to Find a Tiny Friend,"[15371, 630027, 610892, 239529, 568160, 34433, 671397, 81, 303857, 14069, 532067, 445030, 374205, 39108, 378064, 9323, 399579, 83389, 540141, 23446, 18491, 19576, 39103, 39106, 39105, 44251, 496891, 135531, 15370, 665251, 532321, 16859, 129, 4935, 12429, 8392, 10515, 51739, 11621, 15283, 12429, 8392, 11430, 37797, 110420, 11633, 39323, 41498, 162069, 608826, 390635, 137113, 317442, 324553, 149870, 372058, 149, 10991, 176983, 10494, 38142, 14164, 83088, 39102, 39107, 79707, 44729, 28609, 12599, 585077, 11299, 10228, 46033, 571265, 12140, 126963, 39104, 242828, 347201, 504253, 16910, 413594, 24752, 221731, 492719, 919, 39148, 4977, 433945, 113082, 15080, 21057, 390634, 172329, 39101, 598331, 390734, 475215, 64246, 287590]"
401313,6.0,1,Extracurricular,"[27, 53]","Miriam, Derek, Ian, and Jenny are overachieving high school students doing everything by the book. Straight A's, sports, yearbook, band, and - when coursework allows - planning and executing elaborate murders.",3.643,en,2020-01-17,"[97485, 97484]",,tt5589212,0,After school is when the real fun begins,[]
403864,0.0,0,The Bad Dad,"[28, 53]",'THE BAD DAD' is an upcoming Hollywood Action/Thriller movie; Other details about movie will be announced soon,2.62,en,2020-09-18,"[74059, 75025]",https://www.dhudiya.com/movies/bad-dad,tt5194252,0,,"[572468, 535292, 546554, 440762, 392044, 335788, 474395, 207703, 500, 497698, 613099, 9798, 6978, 466272, 8840, 287948, 634649, 49530, 689723, 87, 1487, 282035, 107846, 9741, 439079, 23483, 1547, 188222, 427900, 599, 13465, 74643, 872, 17578, 313369, 4234, 19994, 179826, 80585, 270487, 86825, 11596, 369196, 574376, 96936, 10337, 15196, 377264, 253306, 205724, 291984, 339397, 8012, 583337, 2667, 10012, 2255, 14282, 410554, 619265, 421313, 1690, 145135, 17835, 339527, 2294, 994, 32916, 338676, 2771, 605802, 25623, 435841, 22620, 1792, 167032, 44363, 10403, 17436, 11176, 11086, 45132, 1389, 8689, 11190, 250124, 10218, 18480, 298382, 420622, 371638, 697953, 294016, 705, 14447, 157825, 157851, 17057, 16325, 14043]"
407435,0.0,0,The Fortress,[],A group of refugees hidden aboard a container ship discover their passage to safety is not what it seems,5.95,en,2020-12-31,[],,tt5618554,0,,[]
407438,0.0,0,Codename: Housewife,"[16, 10751, 12, 35]",An overworked and underappreciated housewife finds herself recruited by an international security force for the purposes of rescuing a group of recently kidnapped world-famous rock stars from a crazy supervillain.,2.539,en,2020-12-31,[],,tt6630366,0,,[]
410923,0.0,0,Server Sundaram,"[10749, 35, 18]","Server Sundaram is an upcoming Tamil comedy film directed by Anand Balki and produced by Selvakumar. The film features Santhanam and Vaibhavi Shandaliya in the leading roles, while Saurabh Shukla appears play other pivotal role. Featuring music composed by Santhosh Narayanan, Server Sundaram began production in January 2016.",1.111,ta,2020-01-31,[26630],,tt7087984,0,,[]
411326,0.0,0,Wonder Valley,"[27, 53]","Four friends head out into the desert for a weekend camping trip in the abandoned mining town of Wonder Valley. As the secrets of the empty town begin to be revealed, they'll be lucky to make it out alive.",1.156,en,2020-01-28,[],,tt1946120,0,,[]
412012,0.0,0,Kung Fury II: The Movie,"[28, 35, 878, 14, 80]",,6.405,en,2020-12-31,"[80494, 19546, 92455, 39407, 106754, 87671, 112609, 14712]",,tt5765844,0,,"[251516, 9461, 9053, 9462, 140300, 257344, 24, 605, 604, 11134, 9470, 9502, 333339, 146, 11841, 11770, 15854, 97, 21733, 860, 290864, 7549, 11713, 1946, 44865, 15136, 10619, 14854, 10069, 10618, 217923, 19274, 55292, 624860, 8765, 241765, 11563, 269100, 10620, 28366, 294993, 15860, 42012, 61717, 10109, 35170, 41474, 26300, 17386, 71518, 37032, 88633, 27150, 18666, 40829, 20811, 18812, 2004, 104237, 248376, 116445, 27323, 254672, 40572, 41380, 22124, 43636, 86718, 85673, 38670, 50451, 35106, 55505, 64360, 56277, 18760, 40832, 67023, 36884, 17433, 65192, 65207, 46957, 18758, 63440, 46736, 40980, 36682, 138076, 108665, 39751, 23981, 55068, 56095, 300697, 39245, 142300, 61040, 57747, 18852]"
